,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
125,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,379.63,2.01,-2.01,0.0,1.45,0.0,,,,,0.15,0.0,0,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,25-04-18 14:07,2009-12,14-05-14
127,BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,621.99,10.2,-10.2,0.0,2.01,0.0,,,,,0.18,0.0,0,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,14-05-14,2009-12,14-05-14
128,BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,Published Confirmed,0,578.2,5.4,-5.4,0.0,1.3,0.0,,,,,0.21,0.0,0,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,-0.46,0.07,-0.07,0.0,[Fe/H],1.99,0.05,-0.05,0.0,01h43m40.88s,25.920317899999997,+21d00m18.97s,21.005269199999997,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027000000000000003,-0.027000000000000003,8.91613,0.000468,-0.000468,16-09-15 9:51,2012-09,18-09-15
129,BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,Published Confirmed,0,41.6855,0.003,-0.0031,0.0,0.24100000000000002,0.0,2.23,0.14,-0.11,0.0,0.0,0.0,0,5766.0,99.0,-99.0,0.0,0.93,0.06,-0.04,0.0,0.96,0.03,-0.03,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.5,0.08,-0.08,0.0,03h34m36.27s,53.6511231,+20d35m56.47s,20.599020499999998,179.46099999999998,1.2485,-1.2485,10.849,0.012,-0.012,9.368,0.018000000000000002,-0.018000000000000002,10.8644,0.00024900000000000004,-0.00024900000000000004,25-04-18 14:04,2016-10,28-07-16
133,BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,Published Confirmed,0,392.6,5.5,-5.5,0.0,1.0,0.0,,,,,0.2,0.0,0,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],2.24,0.06,-0.06,0.0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018000000000000002,-0.018000000000000002,8.65569,0.000365,-0.000365,12-08-15 12:34,2012-01,13-08-15
134,BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,Published Confirmed,0,733.0,5.0,-8.0,0.0,1.7,0.0,,,,,0.76,0.0,0,4534.0,8.0,-8.0,0.0,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0.0,-0.13,0.06,-0.06,0.0,[Fe/H],2.48,0.04,-0.04,0.0,02h42m58.21s,40.7425426,+48d55m48.21s,48.930057899999994,666.5889999999999,21.5335,-21.5335,8.69,0.03,-0.03,5.645,0.017,-0.017,8.264489999999999,0.0007610000000000001,-0.0007610000000000001,01-02-18 17:05,2018-05,01-02-18
135,BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,Published Confirmed,0,2590.0,300.0,-180.0,0.0,4.2,0.0,,,,,0.35,0.0,0,4943.0,30.0,-30.0,0.0,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0.0,-0.19,0.06,-0.06,0.0,[Fe/H],2.85,0.09,-0.09,0.0,03h02m33.75s,45.640618700000005,+49d43m47.81s,49.7299481,442.042,7.654,-7.654,9.381,0.005,-0.005,6.571000000000001,0.021,-0.021,9.02851,0.00023500000000000002,-0.00023500000000000002,05-02-15,2015-04,05-02-15
136,BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,3.8728,0.0004,-0.0004,0.0,0.0428,0.0,,,,,0.0,0.0,0,4324.0,100.0,-100.0,0.0,,,,,0.7,,,0.0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.0219,-0.0219,9.7,0.03,-0.03,6.305,0.018000000000000002,-0.018000000000000002,9.10677,0.000602,-0.000602,14-05-14,2013-03,14-05-14
137,BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,125.94,0.44,-0.44,0.0,0.435,0.0,,,,,0.31,0.0,0,4324.0,100.0,-100.0,0.0,,,,,0.7,,,0.0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.0219,-0.0219,9.7,0.03,-0.03,6.305,0.018000000000000002,-0.018000000000000002,9.10677,0.000602,-0.000602,14-05-14,2013-03,14-05-14
138,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,5.6,0.02,-0.02,0.0,0.055999999999999994,0.0,,,,,0.15,0.0,0,4746.0,63.0,-63.0,0.0,,,,,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,10h00m47.33s,150.19719640000002,-09d30m59.65s,-9.5165689,41.3342,0.06835,-0.06835,9.86,0.03,-0.03,7.3229999999999995,0.021,-0.021,9.50331,0.00041799999999999997,-0.00041799999999999997,25-04-18 14:08,2010-03,14-05-14
140,BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,237.6,1.5,-1.5,0.0,0.68,0.0,,,,,0.19,0.0,0,4746.0,63.0,-63.0,0.0,,,,,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,10h00m47.33s,150.19719640000002,-09d30m59.65s,-9.5165689,41.3342,0.06835,-0.06835,9.86,0.03,-0.03,7.3229999999999995,0.021,-0.021,9.50331,0.00041799999999999997,-0.00041799999999999997,14-05-14,2010-03,14-05-14
141,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,3.48777,0.00011,-0.00011,0.0,0.0452,0.0,,,,,0.019,0.0,0,5393.0,,,0.0,,,,,1.01,,,0.0,0.382,,,0.0,[Fe/H],4.68,,,0.0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.35225,-0.35225,10.013,0.006999999999999999,-0.006999999999999999,8.124,0.026000000000000002,-0.026000000000000002,9.83981,0.000607,-0.000607,25-04-18 14:08,2006-07,27-08-14
144,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,1667.0,33.0,-31.0,0.0,2.28,0.0,,,,,0.05,0.0,0,4475.0,100.0,-100.0,0.0,0.52,0.02,-0.02,0.0,0.57,0.01,-0.01,0.0,-0.48,0.05,-0.05,0.0,[Fe/H],4.1,0.36,-0.36,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867000000000001,0.024,-0.024,9.48511,0.000518,-0.000518,17-07-20 12:55,2015-04,08-01-15
146,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,Published Confirmed,0,74.2,0.06,-0.08,0.0,0.3,0.0,,,,,0.4,0.0,0,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867000000000001,0.024,-0.024,9.48511,0.000518,-0.000518,17-07-20 12:55,2020-06,23-07-20
147,BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,714.3,5.3,-5.3,0.0,2.1,0.0,,,,,0.21,0.0,0,,,,,,,,,2.4,0.2,-0.2,0.0,,,,,,,,,,07h37m09.23s,114.28846920000001,-13d54m24.01s,-13.9066703,925.2139999999999,41.211000000000006,-41.211000000000006,10.038,0.009000000000000001,-0.009000000000000001,7.151,0.023,-0.023,9.699710000000001,0.000337,-0.000337,25-04-18 14:08,2007-09,14-05-15
149,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,655.59998,0.6,-0.6,0.0,1.34,0.0,,,,,0.54,0.0,0,4665.0,120.0,-120.0,0.0,0.74,0.04,-0.04,0.0,0.31,0.19,-0.19,0.0,0.01,,,0.0,[Fe/H],4.19,0.26,-0.26,0.0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,0.09265,-0.09265,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.0005139999999999999,-0.0005139999999999999,04-09-19 17:06,2017-03,06-09-18
151,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,Published Confirmed,0,10037.5,2737.5,-2737.5,0.0,2.6,0.0,,,,,,,0,580.5,24.5,-24.5,0.0,,,,,0.02,0.01,-0.01,0.0,,,,,,4.72,0.28,-0.28,0.0,14h58m29.00s,224.62083330000002,+10d13m43.0s,10.228611099999998,,,,,,,,,,,,,14-05-14,2011-10,14-05-14
152,CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,Published Confirmed,0,,,,,210.0,0.0,,,,,,,0,,,,,,,,,0.35,,,0.0,,,,,,,,,,11h06m28.66s,166.61939850000002,-77d37m33.14s,-77.6258725,190.37400000000002,6.4335,-6.4335,,,,10.703,0.023,-0.023,17.2934,0.001396,-0.001396,14-05-14,2006-10,14-05-14
153,CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,8.9891,0.0202,-0.0202,0.0,,,,,,,0.25,0.0,0,,,,,,,,,0.9,0.02,-0.02,0.0,,,,,,,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.841619199999997,157.998,1.189,-1.189,13.642000000000001,0.172,-0.172,7.792999999999999,0.02,-0.02,12.1454,0.011866,-0.011866,19-06-19 15:26,2019-06,27-06-19
154,CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,Published Confirmed,0,,,,,440.0,0.0,24.66,9.08,-6.73,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,11h04m09.00s,166.03750380000002,-76d27m19.33s,-76.4553693,190.72,0.7745,-0.7745,12.335,0.069,-0.069,8.661,0.021,-0.021,11.7733,0.0047009999999999994,-0.0047009999999999994,14-05-14,2008-11,14-05-14
155,CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,Published Confirmed,0,1.50897655,1e-07,-1e-07,0.0,0.0259,0.0,15.917,2.69,-2.69,0.0,0.071,0.0,0,5950.0,,,0.0,,,,,,,,,-0.3,,,0.0,[Fe/H],4.25,,,0.0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149000000000001,0.027000000000000003,-0.027000000000000003,13.457,0.00047699999999999994,-0.00047699999999999994,29-03-16 18:18,2016-06,31-03-16
160,CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,Published Confirmed,0,13.2406,0.0002,-0.0002,0.0,0.106,0.0,10.548,0.953,-0.953,0.0,,,0,5075.0,75.0,-75.0,0.0,0.74,0.06,-0.06,0.0,0.9,0.04,-0.04,0.0,0.26,0.07,-0.07,0.0,[Fe/H],4.65,0.06,-0.06,0.0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.38599999999997,3.9865,-3.9865,15.293,0.13699999999999998,-0.13699999999999998,11.782,0.021,-0.021,14.6645,0.00032900000000000003,-0.00032900000000000003,12-01-16 18:07,2011-11,14-01-16
163,CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,Published Confirmed,0,,,,,,,,,,,,,0,6343.0,72.0,-72.0,0.0,1.36,0.13,-0.13,0.0,1.56,0.1,-0.1,0.0,0.04,0.03,-0.03,0.0,[Fe/H],4.27,0.3,-0.3,0.0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0369999999999,24.078000000000003,-24.078000000000003,12.897,0.114,-0.114,11.248,0.022000000000000002,-0.022000000000000002,12.841,0.000336,-0.000336,21-08-14,2014-07,21-08-14
168,CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,Published Confirmed,0,2.828042,1.3000000000000001e-05,-1.3000000000000001e-05,0.0,0.0394,0.0,15.132,0.841,-0.841,0.0,,,0,5675.0,80.0,-80.0,0.0,1.05,0.04,-0.04,0.0,1.02,0.09,-0.09,0.0,0.16,0.1,-0.1,0.0,[Fe/H],4.41,0.03,-0.03,0.0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37,55.745,-55.745,15.588,0.183,-0.183,13.557,0.042,-0.042,15.3453,0.0007700000000000001,-0.0007700000000000001,12-01-16 18:07,2011-11,14-01-16
172,CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,Published Confirmed,0,4.03519,2.9999999999999997e-05,-2.9999999999999997e-05,0.0,0.05107,0.0,9.92,0.157,-0.157,0.0,0.067,1.0,0,5945.0,90.0,-90.0,0.0,1.01,0.03,-0.03,0.0,1.09,0.02,-0.02,0.0,0.01,0.07,-0.07,0.0,,,,,,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93,59.135,-59.135,15.005,0.297,-0.297,13.376,0.039,-0.039,14.9147,0.0005,-0.0005,18-03-19 15:03,2017-06,21-03-19
175,CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,Published Confirmed,0,1.51214,0.00013000000000000002,-0.00013000000000000002,0.0,0.027000000000000003,0.0,12.22,0.78,-0.78,0.0,0.0,0.0,0,6035.0,100.0,-100.0,0.0,1.21,0.08,-0.08,0.0,1.13,0.09,-0.09,0.0,0.05,0.15,-0.15,0.0,[Fe/H],4.35,0.15,-0.15,0.0,06h53m41.81s,103.42420229999999,-05d32m09.74s,-5.5360385,1744.6,158.965,-158.965,15.932,0.20600000000000002,-0.20600000000000002,13.806,0.053,-0.053,15.8116,0.000769,-0.000769,14-05-14,2011-04,14-05-14
178,CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,Published Confirmed,0,5.35227,0.0002,-0.0002,0.0,0.0618,0.0,13.115,1.569,-1.7930000000000001,0.0,0.37,0.0,0,5650.0,100.0,-100.0,0.0,1.19,0.14,-0.13,0.0,1.1,0.08,-0.08,0.0,0.19,0.06,-0.06,0.0,,,,,,18h34m05.92s,278.52466580000004,-06d00m09.37s,-6.0026025999999995,732.409,33.813,-33.813,16.052,0.217,-0.217,12.847000000000001,0.037000000000000005,-0.037000000000000005,15.6507,0.000998,-0.000998,18-03-19 15:03,2017-06,21-03-19
180,CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,Published Confirmed,0,3.7681,0.0003,-0.0003,0.0,0.0481,0.0,11.433,0.785,-0.785,0.0,0.081,1.0,0,5740.0,80.0,-80.0,0.0,1.59,0.07,-0.07,0.0,1.04,0.1,-0.1,0.0,0.0,0.1,-0.1,0.0,,,,,,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12,54.68,-54.68,16.29,0.32,-0.32,12.472000000000001,0.054000000000000006,-0.054000000000000006,15.4368,0.000524,-0.000524,18-03-19 15:03,2017-06,21-03-19
183,CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,Published Confirmed,0,1.9000693,2.8e-06,-2.8e-06,0.0,0.0295,0.0,14.684000000000001,2.0180000000000002,-2.0180000000000002,0.0,0.025,1.0,0,5440.0,100.0,-100.0,0.0,1.0,0.13,-0.13,0.0,0.95,0.15,-0.15,0.0,0.1,0.1,-0.1,0.0,,,,,,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8889999999999,26.699,-26.699,14.868,0.172,-0.172,13.014000000000001,0.03,-0.03,14.8009,0.0012109999999999998,-0.0012109999999999998,18-03-19 15:03,2017-06,21-03-19
187,CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,Published Confirmed,0,3.89713,2e-05,-2e-05,0.0,0.051660000000000005,0.0,14.46,0.336,-0.336,0.0,0.055999999999999994,1.0,0,6090.0,70.0,-70.0,0.0,1.65,0.04,-0.04,0.0,1.21,0.05,-0.05,0.0,0.02,0.1,-0.1,0.0,,,,,,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663,25.904,-25.904,14.135,0.149,-0.149,11.837,0.024,-0.024,13.7831,0.000558,-0.000558,18-03-19 15:03,2017-06,21-03-19
190,CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,Published Confirmed,0,1.7429935,1e-06,-1e-06,0.0,0.02835,0.0,16.365,0.34700000000000003,-0.34700000000000003,0.0,,,1,5598.0,50.0,-50.0,0.0,0.9,0.02,-0.02,0.0,1.0,0.05,-0.05,0.0,0.04,0.05,-0.05,0.0,[Fe/H],4.53,0.02,-0.02,0.0,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836633999999999,213.283,2.4575,-2.4575,12.515999999999998,0.092,-0.092,10.31,0.031,-0.031,12.2489,0.0009109999999999999,-0.0009109999999999999,12-01-16 18:06,2012-10,14-01-16
198,CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,Published Confirmed,0,9.24285,0.0003,-0.0003,0.0,0.0892,0.0,13.002,2.9139999999999997,-2.9139999999999997,0.0,,,0,5880.0,90.0,-90.0,0.0,1.34,0.37,-0.37,0.0,1.11,0.1,-0.1,0.0,0.14,0.12,-0.12,0.0,[Fe/H],4.23,0.24,-0.24,0.0,06h30m52.90s,97.72042490000001,+00d13m36.82s,0.22689310000000001,844.061,23.526999999999997,-23.526999999999997,14.63,0.092,-0.092,12.513,0.028999999999999998,-0.028999999999999998,14.4686,0.000412,-0.000412,18-07-18 13:01,2012-10,14-01-16
203,CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,Published Confirmed,0,1675.0,19.0,-17.0,0.0,2.9,0.0,,,,,0.6,0.0,0,,,,,,,,,1.14,0.08,-0.08,0.0,,,,,,,,,,06h30m52.90s,97.72042490000001,+00d13m36.82s,0.22689310000000001,844.061,23.526999999999997,-23.526999999999997,14.63,0.092,-0.092,12.513,0.028999999999999998,-0.028999999999999998,14.4686,0.000412,-0.000412,18-07-18 13:01,2018-07,19-07-18
204,CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,Published Confirmed,0,2.72474,0.00014,-0.00014,0.0,0.0417,0.0,14.572000000000001,1.569,-1.569,0.0,0.0,0.0,0,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.7,0.1,-0.1,0.0,06h44m12.63s,101.0526207,-00d17m56.96s,-0.29915440000000004,,,,16.058,0.435,-0.435,13.812999999999999,0.054000000000000006,-0.054000000000000006,15.8558,0.001968,-0.001968,03-12-18 14:43,2012-09,06-12-18
206,CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,Published Confirmed,0,9.755980000000001,0.00011,-0.00011,0.0,0.092,0.0,4.88,0.17,-0.39,0.0,0.077,0.0,0,5939.0,54.0,-120.0,0.0,1.14,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0,0.17,0.07,-0.12,0.0,[Fe/H],4.36,0.07,-0.03,0.0,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,10.9975,-10.9975,13.82,0.114,-0.114,11.988,0.026000000000000002,-0.026000000000000002,13.7305,0.000304,-0.000304,21-08-14,2014-08,21-08-14
207,CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,Published Confirmed,0,3.6313,0.0001,-0.0001,0.0,0.0484,0.0,11.769,1.4569999999999999,-1.4569999999999999,0.0,0.16,1.0,0,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,,,,,,18h39m07.84s,279.7826586,+04d21m27.91s,4.357751599999999,1060.97,43.705,-43.705,15.675,0.20600000000000002,-0.20600000000000002,12.364,0.032,-0.032,15.0681,0.00040899999999999997,-0.00040899999999999997,18-03-19 15:03,2017-06,21-03-19
210,CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,Published Confirmed,0,5.1134,0.0006,-0.0006,0.0,0.055999999999999994,0.0,3.7,0.4,-0.4,0.0,0.0,0.0,0,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.6375,-15.6375,15.383,0.114,-0.114,12.924000000000001,0.024,-0.024,15.1801,0.0006309999999999999,-0.0006309999999999999,06-06-18 11:54,2014-07,31-05-18
211,CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,Published Confirmed,0,11.759,0.0063,-0.0063,0.0,0.098,0.0,5.0,0.5,-0.5,0.0,0.0,0.0,0,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.6375,-15.6375,15.383,0.114,-0.114,12.924000000000001,0.024,-0.024,15.1801,0.0006309999999999999,-0.0006309999999999999,11-06-14,2014-07,11-06-14
212,CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,Published Confirmed,0,4.86069,5.9999999999999995e-05,-5.9999999999999995e-05,0.0,0.05789,0.0,12.106,3.363,-1.121,0.0,0.22,1.0,0,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,0.01,0.13,-0.13,0.0,,,,,,18h42m31.12s,280.62965610000003,+06d30m49.76s,6.5138223,1103.48,42.665,-42.665,14.79,0.172,-0.172,12.845999999999998,0.031,-0.031,14.710999999999999,0.000339,-0.000339,18-03-19 15:03,2017-06,21-03-19
214,CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,Published Confirmed,0,4.20474,5e-05,-5e-05,0.0,0.0526,0.0,14.12,1.46,-0.78,0.0,0.0,0.0,0,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,18h39m00.12s,279.7504991,+06d58m11.22s,6.969782799999999,1045.18,,,15.860999999999999,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.0016829999999999998,-0.0016829999999999998,14-05-14,2013-07,14-05-14
216,CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,Published Confirmed,0,3.5753199999999996,5.9999999999999995e-05,-5.9999999999999995e-05,0.0,0.0476,0.0,11.287,0.493,-0.493,0.0,0.065,1.0,0,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[M/H],4.4,0.1,-0.1,0.0,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,65.148,-65.148,15.774000000000001,0.10300000000000001,-0.10300000000000001,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,14-05-14,2014-02,14-05-14
218,CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,Published Confirmed,0,5.2085099999999995,0.00037999999999999997,-0.00037999999999999997,0.0,0.0603,0.0,10.705,0.74,-0.74,0.0,0.047,0.0,0,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,14.4185,-14.4185,13.783,0.069,-0.069,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,16-04-15,2015-07,16-04-15
220,CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,Published Confirmed,0,2.8505700000000003,6e-06,-6e-06,0.0,0.0386,0.0,10.088,1.7930000000000001,-1.7930000000000001,0.0,0.08199999999999999,0.0,0,5260.0,100.0,-100.0,0.0,0.9,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0,0.2,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,41.8935,-41.8935,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532,16-04-15,2015-07,16-04-15
223,CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,Published Confirmed,0,4.2567994,3.5000000000000004e-06,-3.5000000000000004e-06,0.0,0.05782999999999999,0.0,11.624,0.773,-0.773,0.0,,,0,6740.0,140.0,-140.0,0.0,1.57,0.1,-0.1,0.0,1.4,0.06,-0.06,0.0,-0.02,0.06,-0.06,0.0,[Fe/H],4.19,0.05,-0.05,0.0,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000000001,29.668000000000003,-29.668000000000003,13.448,0.069,-0.069,11.618,0.034,-0.034,13.2188,0.000298,-0.000298,12-01-16 18:07,2011-11,14-01-16
228,CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,Published Confirmed,0,9.06005,0.00023999999999999998,-0.00023999999999999998,0.0,0.0844,0.0,11.31,0.852,-0.852,0.0,0.006999999999999999,0.0,0,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,46.5185,-46.5185,15.571,0.126,-0.126,13.562000000000001,0.045,-0.045,15.413,0.000666,-0.000666,10-04-20 11:38,2020-03,16-04-20
